parent-sku,creation-date,name,sku,breeder,price,msrp,pack-size,description,aka,genetics,variety,flowering-time,flowering-type,sex,thc-content,cbd-content,yield,grows,plant-height,medical-conditions,medical-properties,effect,url,image-1,image-2,categories
dina-origamnesia-fem,"2011-11-08 17:32:47","Original Amnesia Feminised Seeds",DINAOA10,"Dinafem Seeds",39.7200,85.0000,"10 Seeds","After many years winning cups, Amnesia remains the No. 1 in coffee shops all over Holland, and seeing its name and reputation grow, the operator of Amnesia has produced the first Original Amnesia feminized. Amnesia is a race of brutal power production and created by a Dutch farmer from the famous Haze and Northern Lights, and others. In the Netherlands it is one of the most sold in coffeeshops year after year, and has won many awards, so many that it is difficult to name them all. It is a sativa that flowers as an indica, fast, very productive, and manageable height. It produces a very high potency with a very sweet Haze, sweeter than the vast majority of hybrids, and a large amount of resin crystals. The high production of this elite clone has been determined to become a favourite in the Netherlands and because of that prestige it has become a highly sought variety in Europe. The breeder recommends that it is treated with respect, as it is said that its power is very high and to be careful with it, because it can cause temporary memory loss.",,"Haze x Afghani","Mostly Sativa","65 days",Photoperiod,Feminised,18%,"Low (0-1%)",High,"Greenhouse,Grows indoors,Grows outdoors","Up to 3.5 meters outdoors",,,"Cerebral,Euphoric,Physical,Powerful,Sedative,Uplifting",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/original-amnesia-feminised-seeds-2268,,,"Dinafem, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
female-lemonkush,"2011-11-14 17:24:19","Lemon Kush Feminised Seeds",female-lemonkush,"Female Seeds",0.0000,12.0000,,"A Chitral kush from the Hindu Kush mountain range in Afghanistan and Pakistan With a unique strong herbal lemon smell and taste. She is mostly indica with small hard nugs and with a little stretch towards the end. Stoney, yet high all round buzz. Despite the indica heritage, she leads to a sativa-ish high in the head and is therefore a favourite amongst the connoisseurs of the medical community in Holland since the early 90's.&nbsp; Yield is average to good with very white, high resin buds after a flowering time of about 8 - 9 weeks.",,"Chitral Kush","Mostly Indica","8-9 weeks",Photoperiod,Feminised,,Unknown,High,"Greenhouse,Grows indoors,Grows outdoors",,,"A favourite amongst the connoisseurs of the medical community in Holland since the early 90’s","Body,Head,Long-lasting,Powerful,Relaxing",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/lemon-kush-feminised-seeds,http://tiger-one.eu/media/catalog/product/f/i/file_99_35.jpg,http://tiger-one.eu/media/catalog/product/l/e/lemon_kush_2.jpg,"Female Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
female-lemonkush,"2011-11-14 17:30:14","Lemon Kush Feminised Seeds",FML-LK10,"Female Seeds",14.6700,30.0000,"10 Seeds","A Chitral kush from the Hindu Kush mountain range in Afghanistan and Pakistan With a unique strong herbal lemon smell and taste. She is mostly indica with small hard nugs and with a little stretch towards the end. Stoney, yet high all round buzz. Despite the indica heritage, she leads to a sativa-ish high in the head and is therefore a favourite amongst the connoisseurs of the medical community in Holland since the early 90's.&nbsp; Yield is average to good with very white, high resin buds after a flowering time of about 8 - 9 weeks.",,"Chitral Kush","Mostly Indica","8-9 weeks",Photoperiod,Feminised,,Unknown,High,"Greenhouse,Grows indoors,Grows outdoors",,,"A favourite amongst the connoisseurs of the medical community in Holland since the early 90’s","Body,Head,Long-lasting,Powerful,Relaxing",https://tiger-one.eu/en/categories/feminised-cannabis-seeds/lemon-kush-feminised-seeds-10,,,"Female Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
female-blacksugar,"2011-11-17 17:18:21","Black Sugar Feminised Seeds",female-blacksugar,"Female Seeds",0.0000,,,"In search of a pure medical strain, Female Seeds turned to the bestsellers of the US medical dispensaries. One of those strains was not only a bestseller for its medical properties, but also as the best tasting variety.A stable multi hybrid of short squat indica's and short sativa's.Here is a very easy, incredibly short strain famous for it's taste and effect. And the strange part is that it looks like an indica; short and squat like a NL, reaching a height of 40 - 50cm, but has lots of sativa smell and flavour. A licourice, flowery, fresh smell with a distant little earthy afghan undertone.Basically, she grows like an indica, but has the characteristics of a sativa.Why Black Sugar? With temperatures on the low side, flowers turn dark purple-ish/blue-ish and when dried black-ish/purple-ish covered in resin ""sugar"".",,,"Indica / Sativa",Medium,Photoperiod,Feminised,,Unknown,"Low,Medium","Greenhouse,Grows indoors","40 - 50 cm",,"Very high in medicinal properties",,https://tiger-one.eu/en/categories/feminised-cannabis-seeds/black-sugar-feminised-seeds,http://tiger-one.eu/media/catalog/product/f/i/file_99_34.jpg,,"Female Seeds, Wholesale Cannabis Seeds, Feminised Cannabis Seeds"
MOSCAOTMREG,"2011-12-06 15:09:50","Old Time Moonshine - 10 Regular Seeds",MOSCAOTMREG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","The Old Time Moonshine (OTM) Project came out of a desire to preserve this most unique strain.&nbsp; Originally created by DJ Short, the OTM line is full of unique mutations not found in any other strain.&nbsp; A true Hashplant, selected for its outstanding production of large, clear gland heads. This mostly indica hybrid really packs a musky/fruity punch with a medium height producing large, dense buds glistening with trichomes. She is more musky than fruity with a burgundy/earthen flavour at cure.&nbsp; &nbsp;Mosca Seeds has taken a perfect specimen of a male who is very sativa leaning with dark green leathery leaves and hit exclusive clone only strains to create a plethora of new keeper plants.&nbsp;&nbsp;&nbsp;&nbsp; The OTM project has is one of the most anticipated projects Mosca Seeds has ever released!&nbsp; Please enjoy the fruits of Mosca's labour of Love.&nbsp; Growers refer to the Old Time Moonshine aroma as &ldquo;Blueberry Muffin Tops&rdquo;.Strong Body High.",,,"Indica / Sativa","7-8 weeks",Photoperiod,Regular,,Unknown,High,,,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/old-time-moonshine-regular-seeds-10,http://tiger-one.eu/media/catalog/product/f/i/file_100_14.jpg,http://tiger-one.eu/media/catalog/product/d/s/dsc04926.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
MOSCAOTBKREG,"2011-12-06 20:12:54","Old Time Bubba Kush - 10 Regular Seeds",MOSCAOTBKREG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","The Pre-98 Bubba Kush has a fantastic old school taste and is large-yielding with fat pine cone shaped buds. &nbsp;One of the easiest of the clone only strains to grow, the OTM male adds a wonderful musky fruity aroma and taste along with hard tight buds. &nbsp;This strain will stretch madly unless the vegetative state is kept short.",,"Bubba Kush x Old Time Moonshine","Indica / Sativa","8 weeks",Photoperiod,Regular,,Unknown,High,"Greenhouse,Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/old-time-bubba-kush-regular-seeds-10,http://tiger-one.eu/media/catalog/product/b/u/bubbkotm_1.jpg,http://tiger-one.eu/media/catalog/product/d/s/dsc05541.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
MOSCAIBGREG,"2011-12-06 20:27:11","Old Time Indiana Bubble Gum",MOSCAIBGREG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","Mosca Seeds have taken the famous Indiana Bubble Gum female clone and crossed her with the Sativa dominant Old Time Moonshine male. &nbsp;This elegant combination of superior genetics produces offspring of short, branchy plants that smell like Blueberry bubble gum. &nbsp;The punch these hard colas produce are a joy to the senses.",,"Indiana Bubble Gum x Old Time Moonshine","Mostly Indica","8 weeks",Photoperiod,Regular,,Unknown,High,"Grows indoors,Grows outdoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/old-time-indiana-bubble-gum-regular-seeds-10,http://tiger-one.eu/media/catalog/product/d/s/dsc05682_1.jpg,http://tiger-one.eu/media/catalog/product/d/s/dsc05684_1.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
MOSCACXOTMREG,"2011-12-06 20:41:45","Chem #4 x OTM #1 - 10 Regular Seeds",MOSCACXOTMREG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","The high yielding, dank fuel smelling original Chem #4 stinks and produces extremely strong cannabis. She has very strong branches that are necessary to support her big colas. &nbsp;The Chem #4 genetics are very apparent in this hybrid while in the vegetative state as it also is highly odorous.&nbsp; It produces buds with beautiful coloration that produce a complex strong high.",,"Chem #4 x Old Time Moonshine","Indica / Sativa","8-10 weeks",Photoperiod,Regular,,Unknown,High,"Greenhouse,Grows indoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/chem-4-x-otm-1-regular-seeds-10,http://tiger-one.eu/media/catalog/product/d/s/dsc05536.jpg,http://tiger-one.eu/media/catalog/product/d/s/dsc05534.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
MOSCABFREG,"2011-12-07 14:07:19","Blue Fin - 10 Regular Seeds",MOSCABFREG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","Mosca has taken the famous Old Time Moonshine (OTM) from DJ Short and crossed her with his well proven Cinderella 99 male.&nbsp; The OTM is an extremely high producing hash strain with wonderfully complex raw resin, Blueberry aromas.&nbsp;&nbsp; Mosca Seeds combined Cinderella 99 in this cultivar in order add the strong haze uplifting high Cinderella 99 is known for.&nbsp; The calyxes are huge producing large amounts of resin and when pollinated some of the largest seeds Mosca has ever produced.&nbsp;",,"OTM x C99","Mostly Indica","8-9 Weeks",Photoperiod,Regular,,Unknown,High,"Greenhouse,Grows indoors",,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/blue-fin-regular-seeds-10,http://tiger-one.eu/media/catalog/product/f/i/file_100_15.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_101_3.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
MOSCABIEG,"2011-12-09 13:08:35","Blue Iguana - 10 Regular Seeds",MOSCABIEG,"Mosca Seeds",57.5000,115.0000,"10 Seeds","Blue Iguana is the mating of Mosca Seeds Multi-Cup Winning Double Dutch lady and our Sativa leaning Old Time Moonshine father. Expect a branchy medium sized plant with full Cola arms. The Main center cola will be Large similar to the size of medium sized Iguana, hence the name. This Blue Iguana gal will be a pet that can be cherished for a long time. Large Yields Full of Colas.",,"Double Dutch x Old Time Moonshine",,"60-65 days",Photoperiod,Regular,,Unknown,High,,,,,,https://tiger-one.eu/en/categories/regular-cannabis-seeds/blue-iguana-regular-seeds-10,http://tiger-one.eu/media/catalog/product/f/i/file_100_18.jpg,http://tiger-one.eu/media/catalog/product/f/i/file_101_5.jpg,"Mosca Seeds, Wholesale Cannabis Seeds, Regular Cannabis Seeds"
kb-speedy-gonzales-auto,"2011-12-12 17:06:09","Speedy Boom (Speedy G) Auto Feminised Seeds",kb-speedy-gonzales-auto,"Kannabia Seeds",0.0000,29.0000,,"This is a real ‘Pure Breed’, descended  from one of the best-known lineages to the growers from Kannabia catalogue, Kaboom is a genuine and exclusive 100% autoflowering cross. Try this variety which stands out for its intense and hot flavour  when burnt. Your nose will itch.This autoflowering seed has a high psychoactive level. Speedy has a fir-like  structure ending in thin leaves with serrated edges and little internodal distance. Optimum performance can be reached in all growing conditions. This is a very versatile plant used to dry climates. It is recommended for both indoor and outdoor growing, but the plant shows off all its potential indoors. It produces long central buds with flowers that compact and become like stones if you reduce the photoperiod hours during the last weeks of flowering.",,"Kaboom x Ruderalis","Indica / Sativa","9-10 weeks ",Autoflowering,Feminised,,Unknown,"Medium,High","Greenhouse,Grows indoors,Grows outdoors","50-80 cm",Depression,"Good for depression",,https://tiger-one.eu/en/categories/autoflowering-cannabis-seeds/speedy-gonzales-automatic-feminised-seeds,http://tiger-one.eu/media/catalog/product/s/p/speedy-gonzales-web-1.jpg,,"Kannabia, Wholesale Cannabis Seeds, Autoflowering Cannabis Seeds"
